content,rating,sentiment,original_content,segment_content,_class
還 不錯 有 我 想 聽 的 電視 據 主題曲,5,0.3,還不錯有我想聽的電視據主題曲,"[['還', '不錯', '有', '我', '想', '聽', '的', '電視', '據', '主題曲']]",0
什麼東 西 啊 註冊 都 不行 給星 不 錯 了,1,-0.7,什麼東西啊註冊都不行給星不錯了,"[['什麼', '東西', '啊', '註冊', '都', '不行', '給', '星', '不錯', '了']]",4
這 個 軟體 我 使用 之後 我 覺得 很 好用,5,0.4,這個軟體我使用之後我覺得很好用,"[['這', '個', '軟體', '我', '使用', '之後', '我', '覺得', '很', '好用']]",0
超棒 撥打 中華 電信客 服綁 約 月 付 元,5,0,超棒撥打中華電信客服綁約月付元,"[['超棒', '撥打', '中華', '電信客', '服綁', '約', '月', '付', '元']]",0
希望 可以 增加 其他 顏色 的 主題,5,0,希望可以增加其他顏色的主題,"[['希望', '可以', '增加', '其他', '顏色', '的', '主題']]",0
為什麼 最近 經常 開 不 到 已經 試 過 兩 次 只 去到 藍色 畫面 顯示 和 版本 的 介面 完全 進 不 到 去,2,-0.3,為什麼最近經常開不到已經試過兩次只去到藍色畫面顯示和版本的介面完全進不到去,"[['為什麼', '最近', '經常', '開', '不', '到', '已經', '試', '過', '兩', '次', '只', '去到', '藍色', '畫面', '顯示', '和', '版本', '的', '介面', '完全', '進', '不', '到', '去']]",4
如果 手機版 也 可以 加入 匯入 歌曲 的 功能 更 佳,4,-0.1,如果手機版也可以加入匯入歌曲的功能更佳,"[['如果', '手機版', '也', '可以', '加入', '匯入', '歌曲', '的', '功能', '更', '佳']]",0
介紹 的 熱門 歌曲 很 啱 我 很 到位 值得 一 讚 努力 加油,5,0.5,介紹的熱門歌曲很啱我很到位值得一讚努力加油,"[['介紹', '的', '熱門', '歌曲', '很', '啱', '我', '很', '到位', '值得', '一', '讚', '努力', '加油']]",0
完全 不能 使用 而且 一連上 之後 點擊 歌單 馬上 閃退,1,-0.45,完全不能使用而且一連上之後點擊歌單馬上閃退,"[['完全', '不能', '使用', '而且', '一連上', '之後', '點擊', '歌單', '馬上', '閃退']]",1
很 不 錯 有 良心 可以 下載 歌,5,0.7,很不錯有良心可以下載歌,"[['很', '不錯', '有', '良心', '可以', '下載', '歌']]",0
我 想 找 一些 舊 日本 動畫歌 或 舊 日本 聲優 但 可能 是 市場 不 吸引 吧 一些 如 橙路貓 之 眼 聲優 如 緒 方惠美 折笠 愛 已 很 難 在 市場 找到 了 希望 能 加入 謝謝,4,0,我想找一些舊日本動畫歌或舊日本聲優但可能是市場不吸引吧一些如橙路貓之眼聲優如緒方惠美折笠愛已很難在市場找到了希望能加入謝謝,"[['我', '想', '找', '一些', '舊', '日本', '動畫歌', '或', '舊', '日本', '聲優', '但', '可能', '是', '市場', '不', '吸引', '吧', '一些', '如', '橙路貓', '之', '眼', '聲優', '如', '緒', '方惠美', '折笠', '愛', '已', '很', '難', '在', '市場', '找到', '了', '希望', '能', '加入', '謝謝']]",0
很 好用 可是 搜索 的 速度 要 大大 的 提升 不然 要 等 好 久 才 可以 搜到 一 首 個,4,0.35,很好用可是搜索的速度要大大的提升不然要等好久纔可以搜到一首個,"[['很', '好用', '可是', '搜索', '的', '速度', '要', '大大', '的', '提升', '不然', '要', '等', '好', '久纔', '可以', '搜到', '一', '首', '個']]",0
音樂 可以 讓 人 帶來 喜悅 與 快樂 亦 可以 隨著 音樂 節奏 紓發 心情,5,0.5,音樂可以讓人帶來喜悅與快樂亦可以隨著音樂節奏紓發心情,"[['音樂', '可以', '讓', '人', '帶來', '喜悅', '與', '快樂', '亦', '可以', '隨著', '音樂', '節奏', '紓發', '心情']]",0
就是 這樣,5,0,就是這樣,"[['就是', '這樣']]",0
為什麼 沒有 沈文程 跟 他 的 歌曲 來去 臺東 呢,2,-0.3,為什麼沒有沈文程跟他的歌曲來去臺東呢,"[['為什麼', '沒有', '沈文程', '跟', '他', '的', '歌曲', '來去', '臺東', '呢']]",4
請問 註冊完 沒用 會 算 錢 嗎,2,-0.5,請問註冊完沒用會算錢嗎,"[['請問', '註冊完', '沒用', '會', '算', '錢', '嗎']]",4
最愛 的 音樂 播放器,5,0.5,最愛的音樂播放器,"[['最愛', '的', '音樂', '播放器']]",0
一直 以來 都 維持 得 很 好 希望 能夠 盡快 再 把 授權 到期 的 歌 再 授權 最近 有 許多 歌 都 到期 了,4,-0.15,一直以來都維持得很好希望能夠盡快再把授權到期的歌再授權最近有許多歌都到期了,"[['一直', '以來', '都', '維持', '得', '很', '好', '希望', '能夠', '盡快', '再', '把', '授權', '到期', '的', '歌', '再', '授權', '最近', '有', '許多', '歌', '都', '到期', '了']]",0
之前 還 可以 聽歌 怎麼 突然 就 不行 了 還 是 在 大陸,5,-0.7,之前還可以聽歌怎麼突然就不行了還是在大陸,"[['之前', '還可以', '聽', '歌', '怎麼', '突然', '就', '不行', '了', '還是', '在', '大陸']]",0
歌 多 不錯,3,0.3,歌多不錯,"[['歌', '多', '不錯']]",0
已經 封鎖 通知 減少 不 必要 騷擾 訊息,2,0.3,已經封鎖通知減少不必要騷擾訊息,"[['已經', '封鎖', '通知', '減少', '不', '必要', '騷擾', '訊息']]",4
聲音 大小 無法 調整,3,-0.5,聲音大小無法調整,"[['聲音', '大小', '無法', '調整']]",0
不能 播 本來 手機 裏 下載 的 音樂 這 點 有些 遺憾 其他 都 挺 好 的,4,0.05,不能播本來手機裏下載的音樂這點有些遺憾其他都挺好的,"[['不能', '播', '本來', '手機', '裏', '下載', '的', '音樂', '這', '點', '有些', '遺憾', '其他', '都', '挺', '好', '的']]",0
希望 歌 加入 歌單 時有 加入 過 的 歌 顯示 有 加入 過 歌單 了 要不然 都 不 知道 已經 加 過 了 還 加 一 次 在 麻煩 了 你們 處理 了 謝謝,5,-0.65,希望歌加入歌單時有加入過的歌顯示有加入過歌單了要不然都不知道已經加過了還加一次在麻煩了你們處理了謝謝,"[['希望', '歌', '加入', '歌單', '時有', '加入', '過', '的', '歌', '顯示', '有', '加入', '過', '歌單', '了', '要不然', '都', '不', '知道', '已經', '加', '過', '了', '還', '加', '一', '次', '在', '麻煩', '了', '你們', '處理', '了', '謝謝']]",0
近期 非常 頻繁 出現 不 正常 關閉 的 視窗 但 視窗 跳出 時 音樂 還 在 正常 播放 播 直到 我 按掉 視窗 才 會 關掉 另 一 個 問題 也 有 好 一陣子 了 音樂 播 到 一半 會 從頭 開始 播 同 一 首 歌 原本 的 沒有 並 沒有 停 結果 變成 二 部 合唱 就 是 同 一 首 歌 同時 播 不同 時間點 的 內容,2,-0.16,近期非常頻繁出現不正常關閉的視窗但視窗跳出時音樂還在正常播放播直到我按掉視窗才會關掉另一個問題也有好一陣子了音樂播到一半會從頭開始播同一首歌原本的沒有並沒有停結果變成二部合唱就是同一首歌同時播不同時間點的內容,"[['近期', '非常', '頻繁', '出現', '不', '正常', '關閉', '的', '視窗', '但', '視窗', '跳出', '時', '音樂', '還', '在', '正常', '播放', '播', '直到', '我', '按掉', '視窗', '才', '會', '關掉', '另', '一', '個', '問題', '也', '有', '好', '一陣子', '了', '音樂', '播', '到', '一半', '會', '從頭', '開始', '播', '同', '一', '首', '歌', '原本', '的', '沒有', '並', '沒有', '停', '結果', '變成', '二', '部', '合唱', '就', '是', '同', '一', '首', '歌', '同時', '播', '不同', '時間點', '的', '內容']]",1
希望 如果 有 任何 舊 歌 一 上架 首 頁 能 做 個 通知 腦子 裡 有 很多 記憶 中 的 音樂 旋律 什麼 歌名 或 哪 位 音樂人 印象 有點 模糊,4,-0.1,希望如果有任何舊歌一上架首頁能做個通知腦子裡有很多記憶中的音樂旋律什麼歌名或哪位音樂人印象有點模糊,"[['希望', '如果', '有', '任何', '舊', '歌', '一', '上架', '首', '頁', '能', '做', '個', '通知', '腦子', '裡', '有', '很多', '記憶', '中', '的', '音樂', '旋律', '什麼', '歌名', '或', '哪', '位', '音樂人', '印象', '有點', '模糊']]",0
更新完 後 聽 歌 聽到 一半 一直 閃退,2,-0.7,更新完後聽歌聽到一半一直閃退,"[['更新完', '後', '聽', '歌', '聽到', '一半', '一直', '閃退']]",1
下載 還要 給 錢鬼 才 會 下載,1,0,下載還要給錢鬼才會下載,"[['下載', '還要', '給', '錢鬼', '才', '會', '下載']]",4
很 好用,5,0.4,很好用,"[['很', '好用']]",0
雖 簡單 卻 有 深度 的 操作 可是 呢 我 平常 最 喜歡 到 上 找 滿 無限 元寶版 登入 就 無限 資源 免 課 才 是 良心 玩 得 好 痛快 呀 還 有 百 種 經典 爆款 的 無限版 玩 上 就 愛不釋手 很 經典 的 遊戲 百 玩 不 厭 的 一直 在 玩 增加點 自助 找回 帳號 的 功能 也 會 方便 很多 希望 喜歡 這 款 遊戲 的 你們 也 能 跟 我 依樣 體會到 同樣 的 樂趣 只不過 容量 有點 大一 開始 下載 的 時候 都 跑不動 偶爾 看到 有 就 趕緊 下載 結果 下載 的 過程 讓 我 中途 又 放棄 首先 關於 這 個 遊戲 這 個 遊戲 我 是 肯定 的 畫風 精美 豪華 之類 的 別人 也 是 說 過 的 但是 同學 都 說 這 是 一 個 過氣 遊戲 而且 太 爆 肝 遊戲 本身 很 不錯 是 目前 玩 過 的 所有 遊戲 畫面 最 乾淨 的 有些 遊戲 畫面 會 很 雜亂 全部 都 在 伸手 跟 你 要 錢 儲值 但 這 款 卻 沒有 很 棒 遊戲 感應 有 問題 觸控 常 會 跑掉 和 延遲 遊玩 方式 很 簡單 但 過於 考驗 操作 跟 低廉 簡陋 的 畫風 形成 大 反差 使得 帶來 的 成就感 很 低 讓 人 只 覺得 浪費 時間 和 生命,5,0.1863636364,雖簡單卻有深度的操作可是呢我平常最喜歡到上找滿無限元寶版登入就無限資源免課纔是良心玩得好痛快呀還有百種經典爆款的無限版玩上就愛不釋手很經典的遊戲百玩不厭的一直在玩增加點自助找回帳號的功能也會方便很多希望喜歡這款遊戲的你們也能跟我依樣體會到同樣的樂趣只不過容量有點大一開始下載的時候都跑不動偶爾看到有就趕緊下載結果下載的過程讓我中途又放棄首先關於這個遊戲這個遊戲我是肯定的畫風精美豪華之類的別人也是說過的但是同學都說這是一個過氣遊戲而且太爆肝遊戲本身很不錯是目前玩過的所有遊戲畫面最乾淨的有些遊戲畫面會很雜亂全部都在伸手跟你要錢儲值但這款卻沒有很棒遊戲感應有問題觸控常會跑掉和延遲遊玩方式很簡單但過於考驗操作跟低廉簡陋的畫風形成大反差使得帶來的成就感很低讓人只覺得浪費時間和生命,"[['雖', '簡單', '卻', '有', '深度', '的', '操作', '可是', '呢', '我', '平常', '最', '喜歡', '到', '上', '找', '滿', '無限', '元寶版', '登入', '就', '無限', '資源', '免', '課纔', '是', '良心', '玩', '得', '好', '痛快', '呀', '還', '有', '百', '種', '經典', '爆款', '的', '無限版', '玩', '上', '就', '愛不釋手', '很', '經典', '的', '遊戲', '百', '玩', '不', '厭', '的', '一直', '在', '玩', '增加點', '自助', '找回', '帳號', '的', '功能', '也', '會', '方便', '很多', '希望', '喜歡', '這', '款', '遊戲', '的', '你們', '也', '能', '跟', '我', '依樣', '體會到', '同樣', '的', '樂趣', '只不過', '容量', '有點', '大一', '開始', '下載', '的', '時候', '都', '跑不動', '偶爾', '看到', '有', '就', '趕緊', '下載', '結果', '下載', '的', '過程', '讓', '我', '中途', '又', '放棄', '首先', '關於', '這', '個', '遊戲', '這', '個', '遊戲', '我', '是', '肯定', '的', '畫風', '精美', '豪華', '之類', '的', '別人', '也', '是', '說', '過', '的', '但是', '同學', '都', '說', '這', '是', '一', '個', '過氣', '遊戲', '而且', '太', '爆', '肝', '遊戲', '本身', '很', '不錯', '是', '目前', '玩', '過', '的', '所有', '遊戲', '畫面', '最', '乾淨', '的', '有些', '遊戲', '畫面', '會', '很', '雜亂', '全部', '都', '在', '伸手', '跟', '你', '要', '錢', '儲值', '但', '這', '款', '卻', '沒有', '很', '棒', '遊戲', '感應', '有', '問題', '觸控', '常', '會', '跑掉', '和', '延遲', '遊玩', '方式', '很', '簡單', '但', '過於', '考驗', '操作', '跟', '低廉', '簡陋', '的', '畫風', '形成', '大', '反差', '使得', '帶來', '的', '成就感', '很', '低', '讓', '人', '只', '覺得', '浪費', '時間', '和', '生命']]",0
介面 改版 之後 非常 難 用,2,0,介面改版之後非常難用,"[['介面', '改版', '之後', '非常', '難', '用']]",4
的 手機會 在 背景 偷偷 運行 造成 耗 電 就算 限制 背景 運作 仍 會,4,-0.6,的手機會在背景偷偷運行造成耗電就算限制背景運作仍會,"[['的', '手機會', '在', '背景', '偷偷', '運行', '造成', '耗', '電', '就算', '限制', '背景', '運作', '仍', '會']]",0
會員制 作者 個人 意見 不 會議 後天 遲鈍 嗄 錒 嗄 醃,5,-0.5,會員製作者個人意見不會議後天遲鈍嗄錒嗄醃,"[['會員', '製作', '者', '個人', '意見', '不', '會議', '後天', '遲鈍', '嗄', '錒', '嗄', '醃']]",0
正 過 同 每 日 推薦 歌單 好 啱 口味,3,0.5,正過同每日推薦歌單好啱口味,"[['正', '過', '同', '每', '日', '推薦', '歌單', '好', '啱', '口味']]",0
好用 好多 新歌,5,0.4,好用好多新歌,"[['好用', '好多', '新歌']]",0
為什麼 我 的 深色 模式 不見了,5,-0.4,為什麼我的深色模式不見了,"[['為什麼', '我', '的', '深色', '模式', '不見了']]",0
真的 非常 的 爛 考慮 要 終止 續租 了 歌曲 常常 無 預警 就 突然 不能 聽 了 未 授權 歌曲 一旦 跳到 未 授權 後 根本 不可能 再 上架 至少 我 沒 遇到 過 我 想 聽 的 歌曲 下架 後 有 重新 再 上架 過 的,1,-0.225,真的非常的爛考慮要終止續租了歌曲常常無預警就突然不能聽了未授權歌曲一旦跳到未授權後根本不可能再上架至少我沒遇到過我想聽的歌曲下架後有重新再上架過的,"[['真的', '非常', '的', '爛', '考慮', '要', '終止', '續租', '了', '歌曲', '常常', '無', '預警', '就', '突然', '不能', '聽', '了', '未', '授權', '歌曲', '一旦', '跳到', '未', '授權', '後', '根本', '不可能', '再', '上架', '至少', '我', '沒', '遇到', '過', '我', '想', '聽', '的', '歌曲', '下架', '後', '有', '重新', '再', '上架', '過', '的']]",4
中文 的 歌曲 來 說 辨識 程度 已經 很 不錯 了 可惜 辨識 的 時間 太 短 只有 秒 而且 是 無 差別 辨識 如果 在 哼歌 辨識 上 可以 調整 收錄 的 時間 長度 例如 調整成 秒 或是 預先 鎖定 一定 的 範圍 例如 把 我 現在 哼 的 歌 鎖定 在 男 歌手 中文 的 範圍 這樣 就 能 更 準確 的 找到 自己 想要 的 歌曲 如果 哼歌 辨識 的 功能 可以 進步 到 這樣 的話 我 一定 會 訂閱 的,4,0.22,中文的歌曲來說辨識程度已經很不錯了可惜辨識的時間太短只有秒而且是無差別辨識如果在哼歌辨識上可以調整收錄的時間長度例如調整成秒或是預先鎖定一定的範圍例如把我現在哼的歌鎖定在男歌手中文的範圍這樣就能更準確的找到自己想要的歌曲如果哼歌辨識的功能可以進步到這樣的話我一定會訂閱的,"[['中文', '的', '歌曲', '來', '說', '辨識', '程度', '已經', '很', '不錯', '了', '可惜', '辨識', '的', '時間', '太', '短', '只有', '秒', '而且', '是', '無', '差別', '辨識', '如果', '在', '哼歌', '辨識', '上', '可以', '調整', '收錄', '的', '時間', '長度', '例如', '調整成', '秒', '或是', '預先', '鎖定', '一定', '的', '範圍', '例如', '把', '我', '現在', '哼', '的', '歌', '鎖定', '在', '男', '歌手', '中文', '的', '範圍', '這樣', '就', '能', '更', '準確', '的', '找到', '自己', '想要', '的', '歌曲', '如果', '哼歌', '辨識', '的', '功能', '可以', '進步', '到', '這樣', '的話', '我', '一定', '會', '訂閱', '的']]",0
